timestamp,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,problems,llm_used,difficulty
2024-04-29T22:57:00,5.995510101318359,1.1313421239851706e-08,1.8869822665070624e-09,1.1166,0.0094999999999999,3.0,1.2501014391581216e-08,7.950478990872701e-09,3.330012162526449e-08,5.375161500771841e-08,twoSum_easy.py,Codex,easy
2024-04-29T22:57:07,6.039316892623901,7.983225917217766e-09,1.3218756457320612e-09,1.3535,0.0091999999999999,3.0,9.530124366283417e-09,7.715073691474064e-09,2.0684202512105307e-08,3.7929400569862786e-08,twoSum_easy.py,Copilot,easy
2024-04-29T22:57:13,5.977995157241821,8.482609477128347e-09,1.4189722898742071e-09,0.9198000000000002,0.0091999999999999,3.0,7.728893518447878e-09,7.626417451434664e-09,2.494672934214274e-08,4.0302040312025284e-08,sortedArray2HeightBalancedBST_easy.py,Codex,easy
2024-04-29T22:57:23,6.163738965988159,2.9351581582716024e-08,4.761976739229163e-09,2.0092000000000003,0.089,3.0,2.5222691403494952e-08,7.697501129574245e-08,3.7255684534708664e-08,1.3945338723394605e-07,sortedArray2HeightBalancedBST_easy.py,Copilot,easy
2024-04-29T22:57:31,6.164470911026001,2.071674008177604e-08,3.360667992563856e-09,0.8224,0.0484,3.0,1.2241153081258138e-08,4.178046486112806e-08,4.440645376841229e-08,9.842807171079849e-08,roman2integer_easy.py,Codex,easy
2024-04-29T22:57:38,6.092194080352783,1.7107059413869153e-08,2.8080292893227275e-09,3.9744,0.0472,3.0,2.3967750549316417e-08,3.9420296774970163e-08,1.7889936765034996e-08,8.127798408932157e-08,roman2integer_easy.py,Copilot,easy
2024-04-29T22:57:45,6.102863073348999,1.4591751890662462e-08,2.390968257895898e-09,1.5054000000000003,0.0486,3.0,9.442165017127993e-09,4.1331911802291864e-08,1.8553336461385092e-08,6.932741328080496e-08,sqrt(x)_easy.py,Codex,easy
2024-04-29T22:57:55,6.321404933929443,2.5432795762099668e-08,4.023282170327666e-09,1.0087,0.0843,3.0,1.1519071684943305e-08,7.538468952973686e-08,3.393093744913737e-08,1.2083469866381752e-07,sqrt(x)_easy.py,Copilot,easy
2024-04-29T22:58:03,6.143006086349487,2.0319424654385952e-08,3.307733114498812e-09,1.2015999999999998,0.0453999999999999,3.0,1.6614785088433156e-08,3.885480740335253e-08,4.1070779164632166e-08,9.654037165641784e-08,happyNumber_easy.py,Codex,easy
2024-04-29T22:58:10,6.142728090286255,1.3165754130819944e-08,2.143307328162463e-09,0.9039,0.0464,3.0,5.458541552225751e-09,3.9224487092759876e-08,1.7869273821512857e-08,6.255230246649847e-08,happyNumber_easy.py,Copilot,easy
2024-04-29T22:58:17,6.277266025543213,1.3912086361016593e-08,2.2162652187124227e-09,1.1858999999999995,0.0467999999999999,3.0,7.630618830521899e-09,3.937922286987304e-08,1.9088387489318853e-08,6.609822918971379e-08,ransomNote_easy.py,Codex,easy
2024-04-29T22:58:27,6.140262842178345,1.5791845631628082e-08,2.571851732983095e-09,1.2526,0.0385999999999999,3.0,1.2451177954673769e-08,3.3264083517922295e-08,2.9313961664835615e-08,7.502922313743168e-08,ransomNote_easy.py,Copilot,easy
2024-04-29T22:58:35,6.1897828578948975,2.235755630742915e-08,3.6120097943197964e-09,1.1974,0.0389999999999999,3.0,2.0749257816208732e-08,3.379117051760355e-08,5.168338616689046e-08,1.0622381450070277e-07,mergeTwoSortedLists_easy.py,Codex,easy
2024-04-29T22:58:42,6.264322996139526,1.5353611144966325e-08,2.450960966480846e-09,1.8349,0.0397999999999999,3.0,1.4287422948413424e-08,3.5531893809636435e-08,2.3127794265747072e-08,7.294711102379693e-08,mergeTwoSortedLists_easy.py,Copilot,easy
2024-04-29T22:58:49,6.312186241149902,1.9558367627381885e-08,3.0985092771627254e-09,1.5955,0.0770999999999999,3.0,9.616432189941406e-09,6.547454218069713e-08,1.7833511034647624e-08,9.292448540528617e-08,palindromeNumber_easy.py,Codex,easy
2024-04-29T22:59:00,6.287160158157349,1.3447124671775044e-08,2.138823305515435e-09,1.6176000000000004,0.0179,3.0,1.7150562286376954e-08,1.5296325339211355e-08,3.1442244847615557e-08,6.388913247320386e-08,palindromeNumber_easy.py,Copilot,easy
2024-04-29T22:59:08,5.960177898406982,9.359423408358049e-09,1.570326182857663e-09,0.2713,0.0132,3.0,2.8049406475490992e-09,1.0972928603490196e-08,3.0690034230550136e-08,4.4467903481589433e-08,lengthOfLastWord_easy.py,Codex,easy
